GameID,WhiteName,WhiteElo,BlackName,BlackElo,WhiteFideId,BlackFideId,Year,Opening,Variation,Result,MoveNumber,Move,Evaluation
3,,,,,,,,,,,101,b6,0.0
3,,,,,,,,,,,102,Rb8,0.0
3,,,,,,,,,,,103,Rb4,-0.02
3,,,,,,,,,,,104,Kf6,-0.13
3,,,,,,,,,,,105,Kd3,-0.12
3,,,,,,,,,,,106,Ke6,-0.06
3,,,,,,,,,,,107,b7,-0.08
3,,,,,,,,,,,108,Kd6,0.03
3,,,,,,,,,,,109,Ke4,0.0
3,,,,,,,,,,,110,Kc6,0.0
3,,,,,,,,,,,111,Kf5,0.0
3,,,,,,,,,,,112,Rxb7,0.0
3,,,,,,,,,,,113,Rxb7,0.0
3,,,,,,,,,,,114,Kxb7,0.0
3,,,,,,,,,,,115,Kxg5,0.0
3,,,,,,,,,,,116,Kc6,0.0
3,,,,,,,,,,,117,Kf6,0.0
3,,,,,,,,,,,118,Kd5,0.0
3,,,,,,,,,,,119,Kxf7,0.0
,,,,,,,,,,,
4,"Fridman,D",2655,"Gustafsson,J",2629,11600454,4625498,2012,Queen's pawn game,Unknown,1/2-1/2,1,Nf3,0.23
4,,,,,,,,,,,2,d5,0.2
4,,,,,,,,,,,3,d4,0.18
4,,,,,,,,,,,4,Nf6,0.2
4,,,,,,,,,,,5,c4,0.17
4,,,,,,,,,,,6,c6,0.33
4,,,,,,,,,,,7,Qb3,-0.04
4,,,,,,,,,,,8,dxc4,-0.01
4,,,,,,,,,,,9,Qxc4,0.0
4,,,,,,,,,,,10,Bg4,0.2
4,,,,,,,,,,,11,Nbd2,0.2
4,,,,,,,,,,,12,Nbd7,0.19
4,,,,,,,,,,,13,g3,0.21
4,,,,,,,,,,,14,e6,0.08
4,,,,,,,,,,,15,Bg2,0.09
4,,,,,,,,,,,16,Be7,0.13
4,,,,,,,,,,,17,O-O,0.09
4,,,,,,,,,,,18,O-O,0.1
4,,,,,,,,,,,19,Ne5,0.06
4,,,,,,,,,,,20,Bh5,0.06
4,,,,,,,,,,,21,Nxd7,-0.04
4,,,,,,,,,,,22,Nxd7,0.02
4,,,,,,,,,,,23,Nb3,0.08
4,,,,,,,,,,,24,a5,-0.09
4,,,,,,,,,,,25,e4,-0.53
4,,,,,,,,,,,26,a4,-0.53
4,,,,,,,,,,,27,Nc5,-0.56
4,,,,,,,,,,,28,Nxc5,-0.52
4,,,,,,,,,,,29,dxc5,-0.55
4,,,,,,,,,,,30,e5,-0.27
4,,,,,,,,,,,31,Be3,-0.14
4,,,,,,,,,,,32,Bg4,-0.01
4,,,,,,,,,,,33,b4,0.08
4,,,,,,,,,,,34,axb3,0.24
4,,,,,,,,,,,35,axb3,0.05
4,,,,,,,,,,,36,Qc7,0.11
4,,,,,,,,,,,37,b4,0.12
4,,,,,,,,,,,38,Rfd8,0.15
4,,,,,,,,,,,39,Qc3,0.03
4,,,,,,,,,,,40,h6,0.03
4,,,,,,,,,,,41,h3,0.02
4,,,,,,,,,,,42,Be2,0.06
4,,,,,,,,,,,43,Rfe1,0.0
4,,,,,,,,,,,44,Rxa1,0.02
4,,,,,,,,,,,45,Qxa1,0.15
4,,,,,,,,,,,46,Bc4,0.32
4,,,,,,,,,,,47,h4,0.15
4,,,,,,,,,,,48,Be6,0.39
4,,,,,,,,,,,49,Bf3,0.35
4,,,,,,,,,,,50,Bf6,0.38
4,,,,,,,,,,,51,Be2,0.32
4,,,,,,,,,,,52,Qc8,0.37
4,,,,,,,,,,,53,Qa7,0.22
4,,,,,,,,,,,54,Kh7,0.24
4,,,,,,,,,,,55,Rb1,0.22
4,,,,,,,,,,,56,Rd7,0.29
4,,,,,,,,,,,57,Ra1,-0.09
4,,,,,,,,,,,58,Rd8,0.21
4,,,,,,,,,,,59,Kh2,-0.01
4,,,,,,,,,,,60,Kg8,0.28
4,,,,,,,,,,,61,Qb6,0.32
4,,,,,,,,,,,62,Rd7,0.26
4,,,,,,,,,,,63,Qa5,0.21
4,,,,,,,,,,,64,Rd8,0.34
4,,,,,,,,,,,65,Qb6,0.16
4,,,,,,,,,,,66,Rd7,0.22
4,,,,,,,,,,,67,Qa7,0.15
4,,,,,,,,,,,68,Rd8,0.27
4,,,,,,,,,,,69,Qb6,0.0
,,,,,,,,,,,
5,"Meier,Geo",2644,"Bartel,Mat",2674,4675789,1112635,2012,Catalan,"open, 5.Nf3",1-0,1,d4,0.26
5,,,,,,,,,,,2,Nf6,0.22
5,,,,,,,,,,,3,c4,0.24
5,,,,,,,,,,,4,e6,0.24
5,,,,,,,,,,,5,g3,0.31
5,,,,,,,,,,,6,d5,0.3
5,,,,,,,,,,,7,Nf3,0.25
5,,,,,,,,,,,8,dxc4,0.24
5,,,,,,,,,,,9,Bg2,0.22
5,,,,,,,,,,,10,c5,0.39
5,,,,,,,,,,,11,O-O,0.32
5,,,,,,,,,,,12,Nc6,0.34
5,,,,,,,,,,,13,dxc5,0.28
5,,,,,,,,,,,14,Qxd1,0.29
5,,,,,,,,,,,15,Rxd1,0.31
5,,,,,,,,,,,16,Bxc5,0.29
5,,,,,,,,,,,17,Nbd2,0.33
5,,,,,,,,,,,18,c3,0.34
5,,,,,,,,,,,19,bxc3,0.31
5,,,,,,,,,,,20,Bd7,0.4
5,,,,,,,,,,,21,Rb1,0.45
5,,,,,,,,,,,22,O-O-O,0.53
5,,,,,,,,,,,23,Ne1,-0.05
5,,,,,,,,,,,24,e5,0.0
5,,,,,,,,,,,25,Nd3,0.02
5,,,,,,,,,,,26,Bf5,0.08
5,,,,,,,,,,,27,Rb5,-0.02
5,,,,,,,,,,,28,Bb6,1.4
5,,,,,,,,,,,29,Nc4,1.32
5,,,,,,,,,,,30,Bc7,2.01
5,,,,,,,,,,,31,Bg5,0.9
5,,,,,,,,,,,32,a6,1.87
5,,,,,,,,,,,33,Rb2,1.59
5,,,,,,,,,,,34,h6,2.59
5,,,,,,,,,,,35,Bxf6,2.77
5,,,,,,,,,,,36,gxf6,2.71
5,,,,,,,,,,,37,Ne3,2.79
5,,,,,,,,,,,38,Bg6,2.96
5,,,,,,,,,,,39,Rdb1,2.61
5,,,,,,,,,,,40,Na5,2.66
5,,,,,,,,,,,41,Bxb7+,2.7
5,,,,,,,,,,,42,Nxb7,2.71
5,,,,,,,,,,,43,Rxb7,2.7
5,,,,,,,,,,,44,Bxd3,2.73
5,,,,,,,,,,,45,exd3,2.64
5,,,,,,,,,,,46,Rxd3,2.72
5,,,,,,,,,,,47,Ra7,2.6
5,,,,,,,,,,,48,Rhd8,2.81
5,,,,,,,,,,,49,Rxa6,2.69
5,,,,,,,,,,,50,R8d6,2.79
5,,,,,,,,,,,51,Rxd6,2.21
5,,,,,,,,,,,52,Rxd6,2.1
5,,,,,,,,,,,53,Nf5,2.24
5,,,,,,,,,,,54,Rd2,2.24
5,,,,,,,,,,,55,Nxh6,2.24
5,,,,,,,,,,,56,Rxa2,2.46
5,,,,,,,,,,,57,h4,2.54
5,,,,,,,,,,,58,Bd6,2.86
5,,,,,,,,,,,59,h5,2.91
5,,,,,,,,,,,60,Kd7,3.21
5,,,,,,,,,,,61,Rb7+,2.09
5,,,,,,,,,,,62,Ke6,1.94
5,,,,,,,,,,,63,Rb6,1.89
5,,,,,,,,,,,64,Ra4,1.87
5,,,,,,,,,,,65,Nxf7,2.29
5,,,,,,,,,,,66,Kxf7,1.99
5,,,,,,,,,,,67,Rxd6,2.17
5,,,,,,,,,,,68,Rc4,2.19
5,,,,,,,,,,,69,Rd7+,2.03
5,,,,,,,,,,,70,Ke6,2.95
5,,,,,,,,,,,71,Rg7,3.24
5,,,,,,,,,,,72,Rxc3,4.18
5,,,,,,,,,,,73,h6,4.44
5,,,,,,,,,,,74,Rc8,4.24
5,,,,,,,,,,,75,h7,4.31
5,,,,,,,,,,,76,Rh8,4.55
5,,,,,,,,,,,77,g4,4.58
,,,,,,,,,,,
6,"Ponomariov,R",2726,"Caruana,F",2775,14103320,2020009,2012,Sicilian,Nimzovich-Rossolimo attack (without ...d6),1-0,1,e4,0.35
6,,,,,,,,,,,2,c5,0.28
6,,,,,,,,,,,3,Nf3,0.35
6,,,,,,,,,,,4,Nc6,0.34
6,,,,,,,,,,,5,Bb5,0.3
6,,,,,,,,,,,6,d6,0.42
6,,,,,,,,,,,7,O-O,0.48
6,,,,,,,,,,,8,Bd7,0.46
6,,,,,,,,,,,9,Re1,0.32
6,,,,,,,,,,,10,Nf6,0.39
6,,,,,,,,,,,11,c3,0.5
6,,,,,,,,,,,12,a6,0.42
6,,,,,,,,,,,13,Bf1,0.48
6,,,,,,,,,,,14,Bg4,0.43
6,,,,,,,,,,,15,h3,0.31
6,,,,,,,,,,,16,Bxf3,0.25
6,,,,,,,,,,,17,Qxf3,0.32
6,,,,,,,,,,,18,g6,0.43
6,,,,,,,,,,,19,d3,0.41
6,,,,,,,,,,,20,Bg7,0.4
6,,,,,,,,,,,21,Be3,0.4
6,,,,,,,,,,,22,O-O,0.43
6,,,,,,,,,,,23,Nd2,0.41
6,,,,,,,,,,,24,Nd7,0.43
6,,,,,,,,,,,25,Qd1,0.42
6,,,,,,,,,,,26,b5,0.42
6,,,,,,,,,,,27,Nf3,0.45
6,,,,,,,,,,,28,Nb6,0.83
6,,,,,,,,,,,29,d4,0.82
6,,,,,,,,,,,30,Na4,1.12
6,,,,,,,,,,,31,Re2,1.15
6,,,,,,,,,,,32,Qa5,1.33
6,,,,,,,,,,,33,Rc1,1.43
6,,,,,,,,,,,34,Rad8,1.4
6,,,,,,,,,,,35,Rec2,1.29
6,,,,,,,,,,,36,Qc7,1.63
6,,,,,,,,,,,37,b3,1.47
6,,,,,,,,,,,38,Nb6,1.41
6,,,,,,,,,,,39,a4,1.04
6,,,,,,,,,,,40,bxa4,1.01
6,,,,,,,,,,,41,bxa4,0.77
6,,,,,,,,,,,42,c4,1.43
6,,,,,,,,,,,43,a5,0.19
6,,,,,,,,,,,44,Nxa5,0.19
6,,,,,,,,,,,45,Ra1,0.04
6,,,,,,,,,,,46,Nb3,0.09
6,,,,,,,,,,,47,Rxa6,0.26
6,,,,,,,,,,,48,d5,0.39
6,,,,,,,,,,,49,exd5,0.25
6,,,,,,,,,,,50,Nxd5,0.29
6,,,,,,,,,,,51,Qe2,0.28
6,,,,,,,,,,,52,Na5,0.32
6,,,,,,,,,,,53,Bd2,0.36
6,,,,,,,,,,,54,Ra8,0.36
6,,,,,,,,,,,55,Rxa8,0.36
6,,,,,,,,,,,56,Rxa8,0.31
6,,,,,,,,,,,57,Ra2,0.44
6,,,,,,,,,,,58,Rc8,0.44
6,,,,,,,,,,,59,Ng5,0.04
6,,,,,,,,,,,60,Nb3,0.05
6,,,,,,,,,,,61,Qxc4,-0.01
6,,,,,,,,,,,62,Nxd2,1.62
6,,,,,,,,,,,63,Qxd5,1.97
6,,,,,,,,,,,64,Nxf1,2.72
6,,,,,,,,,,,65,Nxf7,3.31
6,,,,,,,,,,,66,e6,3.02
6,,,,,,,,,,,67,Qxe6,3.34
6,,,,,,,,,,,68,Rf8,3.75
6,,,,,,,,,,,69,Ne5+,3.51
6,,,,,,,,,,,70,Kh8,4.03
6,,,,,,,,,,,71,Kxf1,4.16
,,,,,,,,,,,
7,"Gustafsson,J",2629,"Kramnik,V",2799,4625498,4101588,2012,King's Indian,Gligoric-Taimanov system,0-1,1,d4,0.26
7,,,,,,,,,,,2,Nf6,0.22
7,,,,,,,,,,,3,c4,0.24
7,,,,,,,,,,,4,g6,0.33
7,,,,,,,,,,,5,Nc3,0.28
7,,,,,,,,,,,6,Bg7,0.45
7,,,,,,,,,,,7,e4,0.47
7,,,,,,,,,,,8,d6,0.49
7,,,,,,,,,,,9,Nf3,0.5
7,,,,,,,,,,,10,O-O,0.53
7,,,,,,,,,,,11,Be2,0.59
7,,,,,,,,,,,12,e5,0.58
7,,,,,,,,,,,13,Be3,0.51
7,,,,,,,,,,,14,c6,0.76
7,,,,,,,,,,,15,O-O,0.2
7,,,,,,,,,,,16,exd4,0.17
7,,,,,,,,,,,17,Nxd4,0.13
7,,,,,,,,,,,18,Re8,0.08
7,,,,,,,,,,,19,f3,0.08
7,,,,,,,,,,,20,d5,0.09
7,,,,,,,,,,,21,cxd5,0.06
7,,,,,,,,,,,22,Nxd5,0.06
7,,,,,,,,,,,23,Nxd5,0.07
7,,,,,,,,,,,24,cxd5,0.04
7,,,,,,,,,,,25,Rc1,0.07
7,,,,,,,,,,,26,a5,0.31
7,,,,,,,,,,,27,Qb3,-0.26
7,,,,,,,,,,,28,a4,-0.23
7,,,,,,,,,,,29,Qxd5,-0.4
7,,,,,,,,,,,30,Qxd5,-0.28
7,,,,,,,,,,,31,exd5,-0.46
7,,,,,,,,,,,32,a3,-0.35
7,,,,,,,,,,,33,b3,-0.89
7,,,,,,,,,,,34,Nc6,-0.89
7,,,,,,,,,,,35,Nc2,-0.9
7,,,,,,,,,,,36,Rxe3,-0.92
7,,,,,,,,,,,37,Nxe3,-0.34
7,,,,,,,,,,,38,Nb4,-0.18
7,,,,,,,,,,,39,Rc4,-1.24
7,,,,,,,,,,,40,Nxa2,-1.16
7,,,,,,,,,,,41,Ra4,-2.03
7,,,,,,,,,,,42,Rxa4,-1.93
7,,,,,,,,,,,43,bxa4,-1.91
7,,,,,,,,,,,44,Bd4,-1.56
7,,,,,,,,,,,45,Kf2,-1.87
7,,,,,,,,,,,46,Nb4,-2.03
7,,,,,,,,,,,47,Rc1,-3.7
7,,,,,,,,,,,48,a2,-3.95
7,,,,,,,,,,,49,Rxc8+,-3.94
7,,,,,,,,,,,50,Kg7,-3.7
7,,,,,,,,,,,51,Rc1,-4.09
7,,,,,,,,,,,52,Nxd5,-4.16
7,,,,,,,,,,,53,Rd1,-4.07
7,,,,,,,,,,,54,Nxe3,-4.02
,,,,,,,,,,,
8,"Naiditsch,A",2700,"Meier,Geo",2644,4650891,4675789,2012,English,"symmetrical, hedgehog system",1/2-1/2,1,c4,0.11
8,,,,,,,,,,,2,Nf6,0.23
8,,,,,,,,,,,3,Nc3,0.15
8,,,,,,,,,,,4,c5,0.24
8,,,,,,,,,,,5,g3,0.28
8,,,,,,,,,,,6,e6,0.21
8,,,,,,,,,,,7,Nf3,0.21
8,,,,,,,,,,,8,b6,0.42
8,,,,,,,,,,,9,Bg2,0.43
8,,,,,,,,,,,10,Bb7,0.5
8,,,,,,,,,,,11,O-O,0.44
8,,,,,,,,,,,12,Be7,0.36
8,,,,,,,,,,,13,Re1,0.25
8,,,,,,,,,,,14,d6,0.42
8,,,,,,,,,,,15,e4,0.32
8,,,,,,,,,,,16,a6,0.47
8,,,,,,,,,,,17,d4,0.63
8,,,,,,,,,,,18,cxd4,0.55
8,,,,,,,,,,,19,Nxd4,0.62
8,,,,,,,,,,,20,Qc7,0.75
8,,,,,,,,,,,21,Be3,0.71
8,,,,,,,,,,,22,Nbd7,0.71
8,,,,,,,,,,,23,Rc1,0.68
8,,,,,,,,,,,24,Ne5,1.04
8,,,,,,,,,,,25,Nd5,0.7
8,,,,,,,,,,,26,exd5,0.85
8,,,,,,,,,,,27,cxd5,0.91
8,,,,,,,,,,,28,Qd7,0.99
8,,,,,,,,,,,29,Nf5,-1.13
8,,,,,,,,,,,30,O-O,-1.18
8,,,,,,,,,,,31,f4,-0.77
8,,,,,,,,,,,32,Ng6,-0.81
8,,,,,,,,,,,33,h4,-0.83
8,,,,,,,,,,,34,Nxd5,0.22
8,,,,,,,,,,,35,Bd4,0.1
8,,,,,,,,,,,36,Nf6,0.1
8,,,,,,,,,,,37,h5,0.09
8,,,,,,,,,,,38,Rfe8,0.35
8,,,,,,,,,,,39,hxg6,-0.61
8,,,,,,,,,,,40,hxg6,-0.69
8,,,,,,,,,,,41,Nxe7+,-0.65
8,,,,,,,,,,,42,Rxe7,-0.66
8,,,,,,,,,,,43,Bxf6,-0.7
8,,,,,,,,,,,44,gxf6,-0.67
8,,,,,,,,,,,45,Qd4,-0.67
8,,,,,,,,,,,46,Rae8,-0.65
8,,,,,,,,,,,47,Kf2,-0.34
8,,,,,,,,,,,48,Kg7,-0.26
8,,,,,,,,,,,49,Rcd1,-1.02
8,,,,,,,,,,,50,Qb5,-0.9
8,,,,,,,,,,,51,Re3,-0.99
8,,,,,,,,,,,52,Rc7,-0.9
